condition,county,year,month,n
Transmissible spongiform encephalopathies (TSEs),owyhee,2022,1,0
Tuberculosis,owyhee,2022,1,0
Tularemia,owyhee,2022,1,0
Waterborne Illness,owyhee,2022,1,0
West Nile virus neuroinvasive disease,owyhee,2022,1,0
West Nile virus non-neuroinvasive disease,owyhee,2022,1,0
Yersiniosis (non-pestis),owyhee,2022,1,0
"Zika virus disease, non-congenital",owyhee,2022,1,0
"Amebiasis, NOS",canyon,2018,1,0
Aseptic meningitis,canyon,2018,1,0
"Botulism, infant",canyon,2018,1,0
Cryptosporidiosis,canyon,2018,1,0
Dengue,canyon,2018,1,0
Extraordinary occurrence of illness,canyon,2018,1,0
"Foodborne Illness, NOS",canyon,2018,1,0
Giardiasis,canyon,2018,1,0
Hantavirus pulmonary syndrome,canyon,2018,1,0
"Hemolytic uremic synd,postdiarrheal",canyon,2018,1,0
"Hepatitis A, acute",canyon,2018,1,0
Lyme disease,canyon,2018,1,0
Malaria,canyon,2018,1,0
Mumps,canyon,2018,1,0
Pneumocystis pneumonia (PCP),canyon,2018,1,0
"Q fever, Acute",canyon,2018,1,0
Relapsing Fever (tick and louse-borne),canyon,2018,1,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",canyon,2018,1,0
Spotted Fever Rickettsiosis,canyon,2018,1,0
Streptococcal toxic-shock syndrome,canyon,2018,1,0
"Streptococcus pneumoniae, invasive disease (IPD)",canyon,2018,1,0
Transmissible spongiform encephalopathies (TSEs),canyon,2018,1,0
Tuberculosis,canyon,2018,1,0
Tularemia,canyon,2018,1,0
Waterborne Illness,canyon,2018,1,0
West Nile virus neuroinvasive disease,canyon,2018,1,0
West Nile virus non-neuroinvasive disease,canyon,2018,1,0
Yersiniosis (non-pestis),canyon,2018,1,0
"Zika virus disease, non-congenital",canyon,2018,1,0
"Amebiasis, NOS",payette,2018,1,0
Aseptic meningitis,payette,2018,1,0
"Botulism, infant",payette,2018,1,0
Campylobacteriosis,payette,2018,1,0
Cryptosporidiosis,payette,2018,1,0
Dengue,payette,2018,1,0
"Encephalitis, viral or aseptic",payette,2018,1,0
Extraordinary occurrence of illness,payette,2018,1,0
"Foodborne Illness, NOS",payette,2018,1,0
Giardiasis,payette,2018,1,0
"Group A Streptococcus, invasive",payette,2018,1,0
HIV or AIDS,payette,2018,1,0
"Haemophilus influenzae, invasive",payette,2018,1,0
Hantavirus pulmonary syndrome,payette,2018,1,0
"Hemolytic uremic synd,postdiarrheal",payette,2018,1,0
"Hepatitis A, acute",payette,2018,1,0
Hepatitis B,payette,2018,1,0
Legionellosis,payette,2018,1,0
Listeriosis,payette,2018,1,0
Lyme disease,payette,2018,1,0
Malaria,payette,2018,1,0
Mumps,payette,2018,1,0
"Neisseria meningitidis, invasive (Mening. disease)",payette,2018,1,0
Noroviruses,payette,2018,1,0
Pneumocystis pneumonia (PCP),payette,2018,1,0
"Q fever, Acute",payette,2018,1,0
Rabies PEP,payette,2018,1,0
Relapsing Fever (tick and louse-borne),payette,2018,1,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",payette,2018,1,0
Salmonellosis,payette,2018,1,0
Shiga toxin-producing Escherichia coli (STEC),payette,2018,1,0
Shigellosis,payette,2018,1,0
Spotted Fever Rickettsiosis,payette,2018,1,0
Streptococcal toxic-shock syndrome,payette,2018,1,0
"Streptococcus pneumoniae, invasive disease (IPD)",payette,2018,1,0
Transmissible spongiform encephalopathies (TSEs),payette,2018,1,0
Tuberculosis,payette,2018,1,0
Tularemia,payette,2018,1,0
Waterborne Illness,payette,2018,1,0
West Nile virus neuroinvasive disease,payette,2018,1,0
West Nile virus non-neuroinvasive disease,payette,2018,1,0
Yersiniosis (non-pestis),payette,2018,1,0
"Zika virus disease, non-congenital",payette,2018,1,0
"Amebiasis, NOS",washington,2018,1,0
Aseptic meningitis,washington,2018,1,0
"Botulism, infant",washington,2018,1,0
Campylobacteriosis,washington,2018,1,0
Chlamydia trachomatis infection,washington,2018,1,0
Cryptosporidiosis,washington,2018,1,0
Dengue,washington,2018,1,0
"Encephalitis, viral or aseptic",washington,2018,1,0
Extraordinary occurrence of illness,washington,2018,1,0
"Foodborne Illness, NOS",washington,2018,1,0
Giardiasis,washington,2018,1,0
"Group A Streptococcus, invasive",washington,2018,1,0
HIV or AIDS,washington,2018,1,0
"Haemophilus influenzae, invasive",washington,2018,1,0
Hantavirus pulmonary syndrome,washington,2018,1,0
"Hemolytic uremic synd,postdiarrheal",washington,2018,1,0
"Hepatitis A, acute",washington,2018,1,0
Hepatitis B,washington,2018,1,0
"Hepatitis C, Acute",washington,2018,1,0
"Hepatitis C, chronic",washington,2018,1,0
Legionellosis,washington,2018,1,0
Listeriosis,washington,2018,1,0
Lyme disease,washington,2018,1,0
Malaria,washington,2018,1,0
Mumps,washington,2018,1,0
"Neisseria meningitidis, invasive (Mening. disease)",washington,2018,1,0
Noroviruses,washington,2018,1,0
Pertussis,washington,2018,1,0
Pneumocystis pneumonia (PCP),washington,2018,1,0
"Q fever, Acute",washington,2018,1,0
Rabies PEP,washington,2018,1,0
Relapsing Fever (tick and louse-borne),washington,2018,1,0
Respiratory syncytial virus (RSV),washington,2018,1,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",washington,2018,1,0
Salmonellosis,washington,2018,1,0
Shiga toxin-producing Escherichia coli (STEC),washington,2018,1,0
Shigellosis,washington,2018,1,0
Spotted Fever Rickettsiosis,washington,2018,1,0
Streptococcal toxic-shock syndrome,washington,2018,1,0
"Streptococcus pneumoniae, invasive disease (IPD)",washington,2018,1,0
Transmissible spongiform encephalopathies (TSEs),washington,2018,1,0
Tuberculosis,washington,2018,1,0
Tularemia,washington,2018,1,0
Waterborne Illness,washington,2018,1,0
West Nile virus neuroinvasive disease,washington,2018,1,0
West Nile virus non-neuroinvasive disease,washington,2018,1,0
Yersiniosis (non-pestis),washington,2018,1,0
"Zika virus disease, non-congenital",washington,2018,1,0
"Amebiasis, NOS",adams,2018,1,0
Aseptic meningitis,adams,2018,1,0
"Botulism, infant",adams,2018,1,0
Campylobacteriosis,adams,2018,1,0
Chlamydia trachomatis infection,adams,2018,1,0
Cryptosporidiosis,adams,2018,1,0
Dengue,adams,2018,1,0
"Encephalitis, viral or aseptic",adams,2018,1,0
Extraordinary occurrence of illness,adams,2018,1,0
"Foodborne Illness, NOS",adams,2018,1,0
Giardiasis,adams,2018,1,0
Gonorrhea,adams,2018,1,0
"Group A Streptococcus, invasive",adams,2018,1,0
HIV or AIDS,adams,2018,1,0
"Haemophilus influenzae, invasive",adams,2018,1,0
Hantavirus pulmonary syndrome,adams,2018,1,0
"Hemolytic uremic synd,postdiarrheal",adams,2018,1,0
"Hepatitis A, acute",adams,2018,1,0
Hepatitis B,adams,2018,1,0
"Hepatitis C, Acute",adams,2018,1,0
"Hepatitis C, chronic",adams,2018,1,0
Legionellosis,adams,2018,1,0
Listeriosis,adams,2018,1,0
Lyme disease,adams,2018,1,0
Malaria,adams,2018,1,0
Mumps,adams,2018,1,0
"Neisseria meningitidis, invasive (Mening. disease)",adams,2018,1,0
Noroviruses,adams,2018,1,0
Pertussis,adams,2018,1,0
Pneumocystis pneumonia (PCP),adams,2018,1,0
"Q fever, Acute",adams,2018,1,0
Rabies PEP,adams,2018,1,0
Relapsing Fever (tick and louse-borne),adams,2018,1,0
Respiratory syncytial virus (RSV),adams,2018,1,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",adams,2018,1,0
Salmonellosis,adams,2018,1,0
Shiga toxin-producing Escherichia coli (STEC),adams,2018,1,0
Shigellosis,adams,2018,1,0
Spotted Fever Rickettsiosis,adams,2018,1,0
Streptococcal toxic-shock syndrome,adams,2018,1,0
"Streptococcus pneumoniae, invasive disease (IPD)",adams,2018,1,0
Transmissible spongiform encephalopathies (TSEs),adams,2018,1,0
Tuberculosis,adams,2018,1,0
Tularemia,adams,2018,1,0
Waterborne Illness,adams,2018,1,0
West Nile virus neuroinvasive disease,adams,2018,1,0
West Nile virus non-neuroinvasive disease,adams,2018,1,0
Yersiniosis (non-pestis),adams,2018,1,0
"Zika virus disease, non-congenital",adams,2018,1,0
"Amebiasis, NOS",gem,2018,1,0
Aseptic meningitis,gem,2018,1,0
"Botulism, infant",gem,2018,1,0
Cryptosporidiosis,gem,2018,1,0
Dengue,gem,2018,1,0
Extraordinary occurrence of illness,gem,2018,1,0
"Foodborne Illness, NOS",gem,2018,1,0
Giardiasis,gem,2018,1,0
Gonorrhea,gem,2018,1,0
"Group A Streptococcus, invasive",gem,2018,1,0
HIV or AIDS,gem,2018,1,0
Hantavirus pulmonary syndrome,gem,2018,1,0
"Hemolytic uremic synd,postdiarrheal",gem,2018,1,0
"Hepatitis A, acute",gem,2018,1,0
Hepatitis B,gem,2018,1,0
"Hepatitis C, Acute",gem,2018,1,0
Legionellosis,gem,2018,1,0
Listeriosis,gem,2018,1,0
Lyme disease,gem,2018,1,0
Malaria,gem,2018,1,0
Mumps,gem,2018,1,0
"Neisseria meningitidis, invasive (Mening. disease)",gem,2018,1,0
Noroviruses,gem,2018,1,0
Pertussis,gem,2018,1,0
Pneumocystis pneumonia (PCP),gem,2018,1,0
"Q fever, Acute",gem,2018,1,0
Rabies PEP,gem,2018,1,0
Relapsing Fever (tick and louse-borne),gem,2018,1,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",gem,2018,1,0
Salmonellosis,gem,2018,1,0
Shiga toxin-producing Escherichia coli (STEC),gem,2018,1,0
Shigellosis,gem,2018,1,0
Spotted Fever Rickettsiosis,gem,2018,1,0
Streptococcal toxic-shock syndrome,gem,2018,1,0
"Streptococcus pneumoniae, invasive disease (IPD)",gem,2018,1,0
Transmissible spongiform encephalopathies (TSEs),gem,2018,1,0
Tuberculosis,gem,2018,1,0
Tularemia,gem,2018,1,0
Waterborne Illness,gem,2018,1,0
West Nile virus neuroinvasive disease,gem,2018,1,0
West Nile virus non-neuroinvasive disease,gem,2018,1,0
Yersiniosis (non-pestis),gem,2018,1,0
"Zika virus disease, non-congenital",gem,2018,1,0
"Amebiasis, NOS",owyhee,2018,1,0
Aseptic meningitis,owyhee,2018,1,0
"Botulism, infant",owyhee,2018,1,0
Campylobacteriosis,owyhee,2018,1,0
Cryptosporidiosis,owyhee,2018,1,0
Dengue,owyhee,2018,1,0
"Encephalitis, viral or aseptic",owyhee,2018,1,0
Extraordinary occurrence of illness,owyhee,2018,1,0
"Foodborne Illness, NOS",owyhee,2018,1,0
Giardiasis,owyhee,2018,1,0
"Group A Streptococcus, invasive",owyhee,2018,1,0
HIV or AIDS,owyhee,2018,1,0
"Haemophilus influenzae, invasive",owyhee,2018,1,0
Hantavirus pulmonary syndrome,owyhee,2018,1,0
"Hemolytic uremic synd,postdiarrheal",owyhee,2018,1,0
"Hepatitis A, acute",owyhee,2018,1,0
Hepatitis B,owyhee,2018,1,0
"Hepatitis C, Acute",owyhee,2018,1,0
"Hepatitis C, chronic",owyhee,2018,1,0
Legionellosis,owyhee,2018,1,0
Listeriosis,owyhee,2018,1,0
Lyme disease,owyhee,2018,1,0
Malaria,owyhee,2018,1,0
Mumps,owyhee,2018,1,0
"Neisseria meningitidis, invasive (Mening. disease)",owyhee,2018,1,0
Noroviruses,owyhee,2018,1,0
Pertussis,owyhee,2018,1,0
Pneumocystis pneumonia (PCP),owyhee,2018,1,0
"Q fever, Acute",owyhee,2018,1,0
Rabies PEP,owyhee,2018,1,0
Relapsing Fever (tick and louse-borne),owyhee,2018,1,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",owyhee,2018,1,0
Salmonellosis,owyhee,2018,1,0
Shiga toxin-producing Escherichia coli (STEC),owyhee,2018,1,0
Shigellosis,owyhee,2018,1,0
Spotted Fever Rickettsiosis,owyhee,2018,1,0
Streptococcal toxic-shock syndrome,owyhee,2018,1,0
"Streptococcus pneumoniae, invasive disease (IPD)",owyhee,2018,1,0
Transmissible spongiform encephalopathies (TSEs),owyhee,2018,1,0
Tuberculosis,owyhee,2018,1,0
Tularemia,owyhee,2018,1,0
Waterborne Illness,owyhee,2018,1,0
West Nile virus neuroinvasive disease,owyhee,2018,1,0
West Nile virus non-neuroinvasive disease,owyhee,2018,1,0
Yersiniosis (non-pestis),owyhee,2018,1,0
"Zika virus disease, non-congenital",owyhee,2018,1,0
"Amebiasis, NOS",canyon,2017,1,0
Aseptic meningitis,canyon,2017,1,0
"Botulism, infant",canyon,2017,1,0
Dengue,canyon,2017,1,0
"Encephalitis, viral or aseptic",canyon,2017,1,0
Extraordinary occurrence of illness,canyon,2017,1,0
"Foodborne Illness, NOS",canyon,2017,1,0
HIV or AIDS,canyon,2017,1,0
"Haemophilus influenzae, invasive",canyon,2017,1,0
Hantavirus pulmonary syndrome,canyon,2017,1,0
"Hemolytic uremic synd,postdiarrheal",canyon,2017,1,0
"Hepatitis A, acute",canyon,2017,1,0
Hepatitis B,canyon,2017,1,0
"Hepatitis C, Acute",canyon,2017,1,0
Legionellosis,canyon,2017,1,0
Listeriosis,canyon,2017,1,0
Lyme disease,canyon,2017,1,0
Malaria,canyon,2017,1,0
Mumps,canyon,2017,1,0
"Neisseria meningitidis, invasive (Mening. disease)",canyon,2017,1,0
Noroviruses,canyon,2017,1,0
Pertussis,canyon,2017,1,0
"Q fever, Acute",canyon,2017,1,0
Rabies PEP,canyon,2017,1,0
Relapsing Fever (tick and louse-borne),canyon,2017,1,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",canyon,2017,1,0
Shiga toxin-producing Escherichia coli (STEC),canyon,2017,1,0
Spotted Fever Rickettsiosis,canyon,2017,1,0
"Streptococcus pneumoniae, invasive disease (IPD)",canyon,2017,1,0
Transmissible spongiform encephalopathies (TSEs),canyon,2017,1,0
Tularemia,canyon,2017,1,0
Waterborne Illness,canyon,2017,1,0
West Nile virus neuroinvasive disease,canyon,2017,1,0
West Nile virus non-neuroinvasive disease,canyon,2017,1,0
Yersiniosis (non-pestis),canyon,2017,1,0
"Zika virus disease, non-congenital",canyon,2017,1,0
"Amebiasis, NOS",payette,2017,1,0
Aseptic meningitis,payette,2017,1,0
"Botulism, infant",payette,2017,1,0
Campylobacteriosis,payette,2017,1,0
Dengue,payette,2017,1,0
"Encephalitis, viral or aseptic",payette,2017,1,0
Extraordinary occurrence of illness,payette,2017,1,0
"Foodborne Illness, NOS",payette,2017,1,0
Giardiasis,payette,2017,1,0
Gonorrhea,payette,2017,1,0
"Group A Streptococcus, invasive",payette,2017,1,0
HIV or AIDS,payette,2017,1,0
"Haemophilus influenzae, invasive",payette,2017,1,0
Hantavirus pulmonary syndrome,payette,2017,1,0
"Hemolytic uremic synd,postdiarrheal",payette,2017,1,0
"Hepatitis A, acute",payette,2017,1,0
Hepatitis B,payette,2017,1,0
"Hepatitis C, Acute",payette,2017,1,0
Legionellosis,payette,2017,1,0
Listeriosis,payette,2017,1,0
Lyme disease,payette,2017,1,0
Malaria,payette,2017,1,0
Mumps,payette,2017,1,0
"Neisseria meningitidis, invasive (Mening. disease)",payette,2017,1,0
Noroviruses,payette,2017,1,0
Pertussis,payette,2017,1,0
Pneumocystis pneumonia (PCP),payette,2017,1,0
"Q fever, Acute",payette,2017,1,0
Rabies PEP,payette,2017,1,0
Relapsing Fever (tick and louse-borne),payette,2017,1,0
Respiratory syncytial virus (RSV),payette,2017,1,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",payette,2017,1,0
Salmonellosis,payette,2017,1,0
Shiga toxin-producing Escherichia coli (STEC),payette,2017,1,0
Shigellosis,payette,2017,1,0
Spotted Fever Rickettsiosis,payette,2017,1,0
Streptococcal toxic-shock syndrome,payette,2017,1,0
"Streptococcus pneumoniae, invasive disease (IPD)",payette,2017,1,0
Transmissible spongiform encephalopathies (TSEs),payette,2017,1,0
Tuberculosis,payette,2017,1,0
Tularemia,payette,2017,1,0
Waterborne Illness,payette,2017,1,0
West Nile virus neuroinvasive disease,payette,2017,1,0
West Nile virus non-neuroinvasive disease,payette,2017,1,0
Yersiniosis (non-pestis),payette,2017,1,0
"Zika virus disease, non-congenital",payette,2017,1,0
"Amebiasis, NOS",washington,2017,1,0
Aseptic meningitis,washington,2017,1,0
"Botulism, infant",washington,2017,1,0
Campylobacteriosis,washington,2017,1,0
Cryptosporidiosis,washington,2017,1,0
Dengue,washington,2017,1,0
"Encephalitis, viral or aseptic",washington,2017,1,0
Extraordinary occurrence of illness,washington,2017,1,0
"Foodborne Illness, NOS",washington,2017,1,0
Giardiasis,washington,2017,1,0
Gonorrhea,washington,2017,1,0
"Group A Streptococcus, invasive",washington,2017,1,0
HIV or AIDS,washington,2017,1,0
"Haemophilus influenzae, invasive",washington,2017,1,0
Hantavirus pulmonary syndrome,washington,2017,1,0
"Hemolytic uremic synd,postdiarrheal",washington,2017,1,0
"Hepatitis A, acute",washington,2017,1,0
Hepatitis B,washington,2017,1,0
"Hepatitis C, Acute",washington,2017,1,0
"Hepatitis C, chronic",washington,2017,1,0
Legionellosis,washington,2017,1,0
Listeriosis,washington,2017,1,0
Lyme disease,washington,2017,1,0
Malaria,washington,2017,1,0
Mumps,washington,2017,1,0
"Neisseria meningitidis, invasive (Mening. disease)",washington,2017,1,0
Noroviruses,washington,2017,1,0
Pertussis,washington,2017,1,0
Pneumocystis pneumonia (PCP),washington,2017,1,0
"Q fever, Acute",washington,2017,1,0
Rabies PEP,washington,2017,1,0
Relapsing Fever (tick and louse-borne),washington,2017,1,0
Respiratory syncytial virus (RSV),washington,2017,1,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",washington,2017,1,0
Salmonellosis,washington,2017,1,0
Shiga toxin-producing Escherichia coli (STEC),washington,2017,1,0
Shigellosis,washington,2017,1,0
Spotted Fever Rickettsiosis,washington,2017,1,0
Streptococcal toxic-shock syndrome,washington,2017,1,0
"Streptococcus pneumoniae, invasive disease (IPD)",washington,2017,1,0
Transmissible spongiform encephalopathies (TSEs),washington,2017,1,0
Tuberculosis,washington,2017,1,0
Tularemia,washington,2017,1,0
Waterborne Illness,washington,2017,1,0
West Nile virus neuroinvasive disease,washington,2017,1,0
West Nile virus non-neuroinvasive disease,washington,2017,1,0
Yersiniosis (non-pestis),washington,2017,1,0
"Zika virus disease, non-congenital",washington,2017,1,0
"Amebiasis, NOS",adams,2017,1,0
Aseptic meningitis,adams,2017,1,0
"Botulism, infant",adams,2017,1,0
Campylobacteriosis,adams,2017,1,0
Chlamydia trachomatis infection,adams,2017,1,0
Cryptosporidiosis,adams,2017,1,0
Dengue,adams,2017,1,0
"Encephalitis, viral or aseptic",adams,2017,1,0
Extraordinary occurrence of illness,adams,2017,1,0
"Foodborne Illness, NOS",adams,2017,1,0
Giardiasis,adams,2017,1,0
Gonorrhea,adams,2017,1,0
"Group A Streptococcus, invasive",adams,2017,1,0
HIV or AIDS,adams,2017,1,0
"Haemophilus influenzae, invasive",adams,2017,1,0
Hantavirus pulmonary syndrome,adams,2017,1,0
"Hemolytic uremic synd,postdiarrheal",adams,2017,1,0
"Hepatitis A, acute",adams,2017,1,0
Hepatitis B,adams,2017,1,0
"Hepatitis C, Acute",adams,2017,1,0
"Hepatitis C, chronic",adams,2017,1,0
Legionellosis,adams,2017,1,0
Listeriosis,adams,2017,1,0
Lyme disease,adams,2017,1,0
Malaria,adams,2017,1,0
Mumps,adams,2017,1,0
"Neisseria meningitidis, invasive (Mening. disease)",adams,2017,1,0
Noroviruses,adams,2017,1,0
Pertussis,adams,2017,1,0
Pneumocystis pneumonia (PCP),adams,2017,1,0
"Q fever, Acute",adams,2017,1,0
Rabies PEP,adams,2017,1,0
Relapsing Fever (tick and louse-borne),adams,2017,1,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",adams,2017,1,0
Salmonellosis,adams,2017,1,0
Shiga toxin-producing Escherichia coli (STEC),adams,2017,1,0
Shigellosis,adams,2017,1,0
Spotted Fever Rickettsiosis,adams,2017,1,0
Streptococcal toxic-shock syndrome,adams,2017,1,0
"Streptococcus pneumoniae, invasive disease (IPD)",adams,2017,1,0
Transmissible spongiform encephalopathies (TSEs),adams,2017,1,0
Tuberculosis,adams,2017,1,0
Tularemia,adams,2017,1,0
Waterborne Illness,adams,2017,1,0
West Nile virus neuroinvasive disease,adams,2017,1,0
West Nile virus non-neuroinvasive disease,adams,2017,1,0
Yersiniosis (non-pestis),adams,2017,1,0
"Zika virus disease, non-congenital",adams,2017,1,0
"Amebiasis, NOS",gem,2017,1,0
Aseptic meningitis,gem,2017,1,0
"Botulism, infant",gem,2017,1,0
Cryptosporidiosis,gem,2017,1,0
Dengue,gem,2017,1,0
"Encephalitis, viral or aseptic",gem,2017,1,0
Extraordinary occurrence of illness,gem,2017,1,0
"Foodborne Illness, NOS",gem,2017,1,0
Giardiasis,gem,2017,1,0
Gonorrhea,gem,2017,1,0
"Group A Streptococcus, invasive",gem,2017,1,0
HIV or AIDS,gem,2017,1,0
"Haemophilus influenzae, invasive",gem,2017,1,0
Hantavirus pulmonary syndrome,gem,2017,1,0
"Hemolytic uremic synd,postdiarrheal",gem,2017,1,0
"Hepatitis A, acute",gem,2017,1,0
Hepatitis B,gem,2017,1,0
"Hepatitis C, Acute",gem,2017,1,0
Legionellosis,gem,2017,1,0
Listeriosis,gem,2017,1,0
Lyme disease,gem,2017,1,0
Malaria,gem,2017,1,0
Mumps,gem,2017,1,0
"Neisseria meningitidis, invasive (Mening. disease)",gem,2017,1,0
Noroviruses,gem,2017,1,0
Pertussis,gem,2017,1,0
Pneumocystis pneumonia (PCP),gem,2017,1,0
"Q fever, Acute",gem,2017,1,0
Rabies PEP,gem,2017,1,0
Relapsing Fever (tick and louse-borne),gem,2017,1,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",gem,2017,1,0
Salmonellosis,gem,2017,1,0
Shiga toxin-producing Escherichia coli (STEC),gem,2017,1,0
Shigellosis,gem,2017,1,0
Spotted Fever Rickettsiosis,gem,2017,1,0
Streptococcal toxic-shock syndrome,gem,2017,1,0
"Streptococcus pneumoniae, invasive disease (IPD)",gem,2017,1,0
Transmissible spongiform encephalopathies (TSEs),gem,2017,1,0
Tuberculosis,gem,2017,1,0
Tularemia,gem,2017,1,0
Waterborne Illness,gem,2017,1,0
West Nile virus neuroinvasive disease,gem,2017,1,0
West Nile virus non-neuroinvasive disease,gem,2017,1,0
Yersiniosis (non-pestis),gem,2017,1,0
"Zika virus disease, non-congenital",gem,2017,1,0
"Amebiasis, NOS",owyhee,2017,1,0
Aseptic meningitis,owyhee,2017,1,0
"Botulism, infant",owyhee,2017,1,0
Cryptosporidiosis,owyhee,2017,1,0
Dengue,owyhee,2017,1,0
"Encephalitis, viral or aseptic",owyhee,2017,1,0
Extraordinary occurrence of illness,owyhee,2017,1,0
"Foodborne Illness, NOS",owyhee,2017,1,0
Giardiasis,owyhee,2017,1,0
Gonorrhea,owyhee,2017,1,0
"Group A Streptococcus, invasive",owyhee,2017,1,0
HIV or AIDS,owyhee,2017,1,0
"Haemophilus influenzae, invasive",owyhee,2017,1,0
Hantavirus pulmonary syndrome,owyhee,2017,1,0
"Hemolytic uremic synd,postdiarrheal",owyhee,2017,1,0
"Hepatitis A, acute",owyhee,2017,1,0
Hepatitis B,owyhee,2017,1,0
"Hepatitis C, Acute",owyhee,2017,1,0
"Hepatitis C, chronic",owyhee,2017,1,0
Legionellosis,owyhee,2017,1,0
Listeriosis,owyhee,2017,1,0
Lyme disease,owyhee,2017,1,0
Malaria,owyhee,2017,1,0
Mumps,owyhee,2017,1,0
"Neisseria meningitidis, invasive (Mening. disease)",owyhee,2017,1,0
Noroviruses,owyhee,2017,1,0
Pertussis,owyhee,2017,1,0
Pneumocystis pneumonia (PCP),owyhee,2017,1,0
"Q fever, Acute",owyhee,2017,1,0
Rabies PEP,owyhee,2017,1,0
Relapsing Fever (tick and louse-borne),owyhee,2017,1,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",owyhee,2017,1,0
Salmonellosis,owyhee,2017,1,0
Shiga toxin-producing Escherichia coli (STEC),owyhee,2017,1,0
Shigellosis,owyhee,2017,1,0
Spotted Fever Rickettsiosis,owyhee,2017,1,0
Streptococcal toxic-shock syndrome,owyhee,2017,1,0
"Streptococcus pneumoniae, invasive disease (IPD)",owyhee,2017,1,0
Transmissible spongiform encephalopathies (TSEs),owyhee,2017,1,0
Tuberculosis,owyhee,2017,1,0
Tularemia,owyhee,2017,1,0
Waterborne Illness,owyhee,2017,1,0
West Nile virus neuroinvasive disease,owyhee,2017,1,0
West Nile virus non-neuroinvasive disease,owyhee,2017,1,0
Yersiniosis (non-pestis),owyhee,2017,1,0
"Zika virus disease, non-congenital",owyhee,2017,1,0
"Amebiasis, NOS",canyon,2019,1,0
Aseptic meningitis,canyon,2019,1,0
"Botulism, infant",canyon,2019,1,0
Cryptosporidiosis,canyon,2019,1,0
Dengue,canyon,2019,1,0
"Encephalitis, viral or aseptic",canyon,2019,1,0
Extraordinary occurrence of illness,canyon,2019,1,0
"Foodborne Illness, NOS",canyon,2019,1,0
Giardiasis,canyon,2019,1,0
"Haemophilus influenzae, invasive",canyon,2019,1,0
Hantavirus pulmonary syndrome,canyon,2019,1,0
"Hemolytic uremic synd,postdiarrheal",canyon,2019,1,0
"Hepatitis A, acute",canyon,2019,1,0
Hepatitis B,canyon,2019,1,0
Legionellosis,canyon,2019,1,0
Lyme disease,canyon,2019,1,0
Malaria,canyon,2019,1,0
Mumps,canyon,2019,1,0
"Neisseria meningitidis, invasive (Mening. disease)",canyon,2019,1,0
Noroviruses,canyon,2019,1,0
"Q fever, Acute",canyon,2019,1,0
Relapsing Fever (tick and louse-borne),canyon,2019,1,0
Shiga toxin-producing Escherichia coli (STEC),canyon,2019,1,0
Shigellosis,canyon,2019,1,0
Spotted Fever Rickettsiosis,canyon,2019,1,0
Streptococcal toxic-shock syndrome,canyon,2019,1,0
Transmissible spongiform encephalopathies (TSEs),canyon,2019,1,0
Tuberculosis,canyon,2019,1,0
Tularemia,canyon,2019,1,0
Waterborne Illness,canyon,2019,1,0
West Nile virus neuroinvasive disease,canyon,2019,1,0
West Nile virus non-neuroinvasive disease,canyon,2019,1,0
"Zika virus disease, non-congenital",canyon,2019,1,0
"Amebiasis, NOS",payette,2019,1,0
Aseptic meningitis,payette,2019,1,0
"Botulism, infant",payette,2019,1,0
Dengue,payette,2019,1,0
"Encephalitis, viral or aseptic",payette,2019,1,0
Extraordinary occurrence of illness,payette,2019,1,0
"Foodborne Illness, NOS",payette,2019,1,0
Giardiasis,payette,2019,1,0
Gonorrhea,payette,2019,1,0
"Group A Streptococcus, invasive",payette,2019,1,0
HIV or AIDS,payette,2019,1,0
Hantavirus pulmonary syndrome,payette,2019,1,0
"Hemolytic uremic synd,postdiarrheal",payette,2019,1,0
"Hepatitis A, acute",payette,2019,1,0
Hepatitis B,payette,2019,1,0
"Hepatitis C, Acute",payette,2019,1,0
Legionellosis,payette,2019,1,0
Listeriosis,payette,2019,1,0
Lyme disease,payette,2019,1,0
Malaria,payette,2019,1,0
Mumps,payette,2019,1,0
"Neisseria meningitidis, invasive (Mening. disease)",payette,2019,1,0
Pertussis,payette,2019,1,0
Pneumocystis pneumonia (PCP),payette,2019,1,0
"Q fever, Acute",payette,2019,1,0
Rabies PEP,payette,2019,1,0
Relapsing Fever (tick and louse-borne),payette,2019,1,0
"S. aureus, coag+, meth- or oxi- resistant (MRSA)",payette,2019,1,0
Salmonellosis,payette,2019,1,0
Shiga toxin-producing Escherichia coli (STEC),payette,2019,1,0
Shigellosis,payette,2019,1,0
Spotted Fever Rickettsiosis,payette,2019,1,0
Streptococcal toxic-shock syndrome,payette,2019,1,0
"Streptococcus pneumoniae, invasive disease (IPD)",payette,2019,1,0
